Potri.005G173200	TCONS_00095623
Potri.012G007600	TCONS_00209226
Potri.009G060800	TCONS_00161718
Potri.013G159000	TCONS_00225489
Potri.002G170100	TCONS_00052623
Potri.005G253200	TCONS_00098763
Potri.005G200300	TCONS_00096778
Potri.002G189600	TCONS_00042426
Potri.016G064600	TCONS_00253754
Potri.013G138800	TCONS_00225048
Potri.012G122500	TCONS_00208058
XLOC_008015	TCONS_00027704
Potri.003G099800	TCONS_00068880
Potri.017G059100	TCONS_00268381
Potri.009G161500	TCONS_00165177
Potri.010G115300	TCONS_00176022
Potri.001G287400	TCONS_00028359
Potri.013G067700	TCONS_00222586
Potri.018G050200	TCONS_00273248
Potri.013G025600	TCONS_00215155
Potri.006G135300	TCONS_00124240
Potri.015G124700	TCONS_00245904
Potri.007G097100	TCONS_00138621
Potri.017G106700	TCONS_00265271
Potri.005G194200	TCONS_00096510
Potri.016G143700	TCONS_00256667
Potri.004G170700	TCONS_00078846
Potri.013G027600	TCONS_00215290
Potri.004G203000	TCONS_00087880
Potri.T058500	TCONS_00300524
Potri.002G041800	TCONS_00047345
Potri.007G034900	TCONS_00136376
XLOC_046990	TCONS_00173870
Potri.010G229900	TCONS_00181019
Potri.004G073300	TCONS_00075576
Potri.018G023600	TCONS_00272227
Potri.015G141100	TCONS_00246295
Potri.002G107700	TCONS_00050108
Potri.008G162600	TCONS_00156741
Potri.001G450800	TCONS_00016411
Potri.010G163300	TCONS_00188827
Potri.002G155600	TCONS_00041146
Potri.010G252400	TCONS_00192439
Potri.002G038300	TCONS_00036428
Potri.010G254800	TCONS_00181831
Potri.010G125600	TCONS_00187342
Potri.010G060400	TCONS_00184464
Potri.001G181100	TCONS_00024272
Potri.004G130400	TCONS_00085450
Potri.001G469300	TCONS_00034543
Potri.002G062100	TCONS_00037375
Potri.003G158200	TCONS_00062667
Potri.010G045900	TCONS_00173383
Potri.007G077100	TCONS_00137963
Potri.019G034900	TCONS_00283919
Potri.008G083400	TCONS_00153666
Potri.019G036500	TCONS_00283973
Potri.015G029200	TCONS_00242126
Potri.010G183500	TCONS_00178706
Potri.001G007000	TCONS_00000344
Potri.005G005000	TCONS_00089665
Potri.014G081700	TCONS_00228844
Potri.001G172100	TCONS_00023947
Potri.010G012900	TCONS_00182444
Potri.018G068000	TCONS_00279898
Potri.012G055500	TCONS_00205342
Potri.007G045700	TCONS_00136759
Potri.005G179600	TCONS_00105357
Potri.010G193100	TCONS_00189856
Potri.005G164200	TCONS_00095292
Potri.011G022500	TCONS_00193156
Potri.015G039800	TCONS_00242509
Potri.005G124500	TCONS_00103527
Potri.014G130300	TCONS_00230725
Potri.006G252300	TCONS_00128375
Potri.011G043200	TCONS_00198928
Potri.008G133800	TCONS_00155706
Potri.001G124300	TCONS_00004573
Potri.004G189700	TCONS_00087493
Potri.014G113700	TCONS_00230046
Potri.012G014900	TCONS_00209424
Potri.016G016900	TCONS_00252181
Potri.003G183400	TCONS_00071918
Potri.001G351800	TCONS_00030461
Potri.003G113500	TCONS_00069564
Potri.003G129000	TCONS_00070167
Potri.006G233600	TCONS_00117346
Potri.003G214700	TCONS_00072977
Potri.007G106800	TCONS_00139018
Potri.012G134500	TCONS_00213787
Potri.001G300900	TCONS_00011281
Potri.010G016100	TCONS_00172353
Potri.005G001200	TCONS_00089467
Potri.005G254200	TCONS_00108340
Potri.005G241400	TCONS_00107743
Potri.004G090800	TCONS_00084016
Potri.016G102000	TCONS_00260237
Potri.014G170100	TCONS_00232456
Potri.014G101600	TCONS_00229556
Potri.010G106800	TCONS_00186637
Potri.009G034900	TCONS_00160698
Potri.005G170800	TCONS_00105057
Potri.014G114000	TCONS_00237675
Potri.013G134300	TCONS_00219354
Potri.001G330400	TCONS_00029617
Potri.008G091200	TCONS_00144380
Potri.016G115400	TCONS_00260742
Potri.006G249400	TCONS_00128287
Potri.009G026100	TCONS_00166432
Potri.014G050000	TCONS_00227614
Potri.006G203300	TCONS_00116034
Potri.014G108400	TCONS_00237493
Potri.005G181300	TCONS_00105415
Potri.018G005700	TCONS_00277680
Potri.002G203600	TCONS_00043114
Potri.003G048100	TCONS_00066671
Potri.003G125800	TCONS_00070060
Potri.013G078500	TCONS_00217259
Potri.002G201600	TCONS_00053680
Potri.010G169200	TCONS_00177979
Potri.002G192900	TCONS_00042663
Potri.010G097100	TCONS_00186284
Potri.003G210500	TCONS_00072865
Potri.009G101200	TCONS_00169277
Potri.016G100400	TCONS_00255171
Potri.013G032200	TCONS_00221290
Potri.005G247000	TCONS_00107905
Potri.004G064400	TCONS_00083123
Potri.007G005000	TCONS_00135167
Potri.016G098200	TCONS_00255123
Potri.010G232000	TCONS_00191642
Potri.002G228900	TCONS_00054655
Potri.003G142900	TCONS_00062063
Potri.005G208200	TCONS_00097072
Potri.002G126700	TCONS_00050877
Potri.012G088000	TCONS_00212227
Potri.T001900	TCONS_00294019
Potri.015G058400	TCONS_00248648
Potri.002G168500	TCONS_00052500
Potri.002G124700	TCONS_00040019
Potri.015G004500	TCONS_00246710
Potri.010G156700	TCONS_00188474
Potri.012G095000	TCONS_00212492
Potri.001G055300	TCONS_00001925
Potri.001G019100	TCONS_00000651
Potri.002G242500	TCONS_00055186
Potri.T179800	TCONS_00295009
Potri.001G198900	TCONS_00007455
Potri.006G201000	TCONS_00126568
Potri.004G053400	TCONS_00082781
Potri.007G059800	TCONS_00131870
Potri.012G043500	TCONS_00210553
Potri.011G167500	TCONS_00197654
Potri.004G233300	TCONS_00089178
Potri.002G023000	TCONS_00035701
Potri.017G120800	TCONS_00270355
Potri.001G114600	TCONS_00021787
Potri.015G042600	TCONS_00242615
Potri.006G071500	TCONS_00111247
Potri.006G090700	TCONS_00112004
Potri.007G050600	TCONS_00131484
Potri.015G010900	TCONS_00241409
Potri.014G180700	TCONS_00240288
Potri.008G140600	TCONS_00155954
Potri.009G071800	TCONS_00162094
Potri.017G055900	TCONS_00268226
Potri.014G140100	TCONS_00231156
Potri.019G028800	TCONS_00283693
Potri.018G121600	TCONS_00281858
Potri.005G058200	TCONS_00091735
Potri.012G003700	TCONS_00209046
Potri.010G189800	TCONS_00189738
Potri.012G099200	TCONS_00207326
Potri.008G061700	TCONS_00143194
Potri.010G068300	TCONS_00174284
Potri.014G117000	TCONS_00230150
Potri.017G018500	TCONS_00267226
Potri.001G269900	TCONS_00009981
Potri.009G014600	TCONS_00166026
Potri.011G028400	TCONS_00193344
Potri.004G122400	TCONS_00085107
Potri.004G126500	TCONS_00077405
Potri.005G077500	TCONS_00092448
Potri.003G097700	TCONS_00060229
Potri.011G086800	TCONS_00200487
Potri.008G100000	TCONS_00154226
Potri.002G094200	TCONS_00038792
Potri.009G076000	TCONS_00162305
Potri.009G134900	TCONS_00164222
Potri.011G168300	TCONS_00197735
Potri.002G235700	TCONS_00044455
Potri.T094000	TCONS_00291995
Potri.011G023200	TCONS_00198432
Potri.011G070300	TCONS_00194463
Potri.001G373100	TCONS_00031286
Potri.005G100200	TCONS_00093240
Potri.002G089300	TCONS_00049321
Potri.010G150700	TCONS_00177320
Potri.001G112600	TCONS_00004030
Potri.015G086500	TCONS_00244516
Potri.009G113000	TCONS_00163465
Potri.005G165500	TCONS_00104927
Potri.002G233700	TCONS_00054857
Potri.010G202700	TCONS_00190313
Potri.005G061500	TCONS_00091820
Potri.005G075900	TCONS_00092391
Potri.003G095700	TCONS_00068753
Potri.008G002100	TCONS_00140657
Potri.016G131800	TCONS_00256204
Potri.001G095600	TCONS_00003193
Potri.009G099600	TCONS_00169225
Potri.005G140800	TCONS_00094467
Potri.014G137700	TCONS_00238480
Potri.011G079300	TCONS_00194737
Potri.004G084100	TCONS_00075955
Potri.014G165600	TCONS_00239667
Potri.006G003400	TCONS_00119186
Potri.009G118400	TCONS_00169932
Potri.T099000	TCONS_00292366
Potri.013G106000	TCONS_00223857
Potri.010G117800	TCONS_00187058
Potri.018G016600	TCONS_00271860
Potri.001G322300	TCONS_00012029
Potri.014G102300	TCONS_00237330
Potri.001G097600	TCONS_00003312
Potri.006G120600	TCONS_00123486
Potri.001G258000	TCONS_00027268
Potri.017G108800	TCONS_00269961
Potri.008G225200	TCONS_00150064
Potri.013G025100	TCONS_00221019
Potri.002G157100	TCONS_00052010
Potri.016G023500	TCONS_00252384
Potri.005G146400	TCONS_00094634
Potri.001G285700	TCONS_00028279
Potri.012G034200	TCONS_00204474
Potri.019G092300	TCONS_00286178
Potri.008G193500	TCONS_00148715
Potri.005G209800	TCONS_00097136
Potri.004G201700	TCONS_00087807
Potri.002G031600	TCONS_00046911
Potri.001G403600	TCONS_00032258
Potri.003G141100	TCONS_00062005
Potri.002G009800	TCONS_00046146
Potri.015G147600	TCONS_00251626
Potri.006G034900	TCONS_00120177
Potri.010G054800	TCONS_00184338
Potri.008G160900	TCONS_00147332
Potri.004G203700	TCONS_00087934
Potri.003G076500	TCONS_00059311
Potri.004G149900	TCONS_00086070
Potri.006G009000	TCONS_00108868
Potri.004G101000	TCONS_00084464
Potri.010G250900	TCONS_00192338
Potri.003G009700	TCONS_00056380
Potri.002G128100	TCONS_00050952
Potri.T134200	TCONS_00296721
Potri.010G062300	TCONS_00174056
Potri.015G005000	TCONS_00246722
Potri.004G068400	TCONS_00083261
Potri.010G233500	TCONS_00181153
Potri.002G041300	TCONS_00047299
Potri.002G085100	TCONS_00049210
Potri.007G075400	TCONS_00137882
Potri.007G135300	TCONS_00140148
Potri.010G059400	TCONS_00184441
Potri.007G142300	TCONS_00134742
Potri.015G020500	TCONS_00241818
Potri.006G188200	TCONS_00126031
Potri.011G049400	TCONS_00193852
Potri.010G127300	TCONS_00187374
Potri.012G082400	TCONS_00206713
Potri.002G071800	TCONS_00037753
Potri.008G199100	TCONS_00158165
Potri.005G007300	TCONS_00099252
Potri.001G220800	TCONS_00008348
Potri.011G157300	TCONS_00197323
Potri.002G073400	TCONS_00048714
Potri.012G027800	TCONS_00210058
Potri.003G005700	TCONS_00056203
Potri.001G001500	TCONS_00000029
Potri.008G154100	TCONS_00156375
Potri.008G103000	TCONS_00154384
Potri.003G018300	TCONS_00056689
Potri.004G182000	TCONS_00087205
Potri.018G138200	TCONS_00282386
Potri.017G056000	TCONS_00263526
Potri.019G051500	TCONS_00284965
Potri.012G042200	TCONS_00204838
Potri.001G180500	TCONS_00024253
Potri.005G119800	TCONS_00103249
Potri.001G469800	TCONS_00017155
Potri.001G348100	TCONS_00030344
Potri.007G102900	TCONS_00133558
Potri.010G111500	TCONS_00186787
Potri.007G131100	TCONS_00139825
Potri.001G343900	TCONS_00030167
Potri.018G068700	TCONS_00279947
Potri.015G009200	TCONS_00241344
Potri.009G015700	TCONS_00166098
Potri.005G162300	TCONS_00095219
Potri.008G159700	TCONS_00147259
Potri.001G235800	TCONS_00008793
Potri.010G188200	TCONS_00189625
Potri.014G013600	TCONS_00233960
Potri.002G083500	TCONS_00038274
Potri.001G263700	TCONS_00027453
Potri.001G111400	TCONS_00003970
Potri.008G179600	TCONS_00148074
Potri.008G133300	TCONS_00146087
Potri.001G309600	TCONS_00029002
Potri.004G117900	TCONS_00085012
Potri.019G061200	TCONS_00285333
Potri.001G229600	TCONS_00008581
Potri.013G047100	TCONS_00221916
Potri.009G017700	TCONS_00160094
Potri.005G152200	TCONS_00104524
Potri.005G218900	TCONS_00106925
Potri.008G217300	TCONS_00158821
Potri.009G053000	TCONS_00167413
Potri.008G005000	TCONS_00140817
Potri.013G073800	TCONS_00222846
Potri.014G114700	TCONS_00237717
Potri.001G094400	TCONS_00021177
Potri.006G061600	TCONS_00121204
Potri.009G103500	TCONS_00169360
Potri.018G115400	TCONS_00281711
Potri.003G129700	TCONS_00070189
Potri.013G048300	TCONS_00215998
Potri.002G255600	TCONS_00045187
Potri.006G117500	TCONS_00123383
Potri.014G052500	TCONS_00227695
Potri.011G037000	TCONS_00198742
Potri.004G141200	TCONS_00077901
Potri.006G212400	TCONS_00116375
Potri.003G163000	TCONS_00062879
Potri.016G056500	TCONS_00258680
Potri.005G191900	TCONS_00096360
Potri.012G142600	TCONS_00213981
Potri.005G231400	TCONS_00107411
Potri.010G091200	TCONS_00185896
Potri.010G171400	TCONS_00189129
Potri.011G083300	TCONS_00200344
Potri.016G071600	TCONS_00254063
Potri.002G258600	TCONS_00045406
Potri.010G100300	TCONS_00175494
Potri.003G031100	TCONS_00057414
Potri.002G112100	TCONS_00039579
Potri.006G021000	TCONS_00109213
Potri.010G088600	TCONS_00185794
Potri.016G142300	TCONS_00261498
Potri.002G149900	TCONS_00051777
Potri.006G056300	TCONS_00121017
Potri.003G045800	TCONS_00057985
Potri.014G085500	TCONS_00228966
Potri.001G042800	TCONS_00001535
Potri.008G144500	TCONS_00146528
Potri.008G149900	TCONS_00146938
Potri.015G002200	TCONS_00246657
Potri.014G090500	TCONS_00236863
Potri.016G117300	TCONS_00255764
Potri.019G121600	TCONS_00290935
Potri.010G068700	TCONS_00184983
Potri.004G057700	TCONS_00075104
Potri.002G253600	TCONS_00055671
Potri.010G182000	TCONS_00178661
Potri.004G051700	TCONS_00074927
Potri.015G061400	TCONS_00248788
Potri.002G154400	TCONS_00041110
Potri.015G117700	TCONS_00250667
Potri.007G005900	TCONS_00129888
Potri.014G025700	TCONS_00226673
Potri.004G066300	TCONS_00083189
Potri.017G029000	TCONS_00267450
Potri.019G033200	TCONS_00287918
Potri.003G193000	TCONS_00072204
Potri.012G045200	TCONS_00204956
Potri.007G011000	TCONS_00130118
Potri.001G382200	TCONS_00031544
Potri.002G114500	TCONS_00039692
Potri.019G010400	TCONS_00287382
Potri.011G015600	TCONS_00198249
Potri.005G010400	TCONS_00089952
Potri.006G084000	TCONS_00122047
Potri.T128300	TCONS_00295285
Potri.015G012400	TCONS_00247000
Potri.002G034100	TCONS_00047006
Potri.005G113700	TCONS_00103040
Potri.014G146600	TCONS_00238805
Potri.005G102300	TCONS_00102637
Potri.018G123100	TCONS_00276205
Potri.005G056300	TCONS_00100935
Potri.015G028400	TCONS_00247567
Potri.007G101700	TCONS_00138783
Potri.001G253300	TCONS_00027004
Potri.017G016000	TCONS_00262192
Potri.003G102100	TCONS_00069002
Potri.011G126000	TCONS_00196218
Potri.001G356100	TCONS_00013346
Potri.004G124000	TCONS_00077342
Potri.009G052600	TCONS_00167369
Potri.001G269200	TCONS_00027638
Potri.005G115700	TCONS_00103095
Potri.008G114300	TCONS_00145360
Potri.019G046400	TCONS_00284288
Potri.001G110100	TCONS_00003898
Potri.007G108700	TCONS_00139067
Potri.T092500	TCONS_00291840
Potri.008G021400	TCONS_00150691
Potri.009G134000	TCONS_00170573
Potri.005G078600	TCONS_00092480
Potri.001G253100	TCONS_00026978
Potri.009G169700	TCONS_00165445
Potri.T153000	TCONS_00300644
Potri.003G091400	TCONS_00068541
Potri.010G189300	TCONS_00189720
Potri.016G128100	TCONS_00261110
Potri.010G108800	TCONS_00186689
Potri.016G123900	TCONS_00255939
Potri.008G078000	TCONS_00153410
Potri.014G073500	TCONS_00228428
Potri.008G014800	TCONS_00141280
Potri.008G004500	TCONS_00150259
Potri.016G043700	TCONS_00258258
Potri.018G064700	TCONS_00273976
Potri.006G145700	TCONS_00124553
Potri.016G133500	TCONS_00256250
Potri.006G078200	TCONS_00111532
Potri.005G098500	TCONS_00102480
Potri.012G022300	TCONS_00204119
Potri.016G009600	TCONS_00252004
Potri.014G118100	TCONS_00237858
Potri.016G108800	TCONS_00260479
Potri.001G350500	TCONS_00013159
Potri.002G261000	TCONS_00055951
Potri.014G140500	TCONS_00238555
Potri.004G142800	TCONS_00077919
Potri.007G022600	TCONS_00135911
Potri.011G080300	TCONS_00200209
Potri.001G301100	TCONS_00011288
Potri.013G053500	TCONS_00216209
Potri.006G185400	TCONS_00125913
Potri.006G122100	TCONS_00123554
Potri.004G106900	TCONS_00084760
Potri.T082100	TCONS_00303034
Potri.008G191800	TCONS_00157830
Potri.016G088700	TCONS_00259732
Potri.004G138600	TCONS_00085747
Potri.003G074600	TCONS_00059222
Potri.013G065900	TCONS_00222546
Potri.012G105400	TCONS_00207589
Potri.005G140100	TCONS_00104123
Potri.001G283000	TCONS_00010558
Potri.018G029800	TCONS_00272493
Potri.006G048400	TCONS_00120658
Potri.010G218100	TCONS_00180442
Potri.007G028900	TCONS_00130776
Potri.013G023200	TCONS_00215099
Potri.001G043400	TCONS_00001585
Potri.002G014700	TCONS_00046288
Potri.002G182400	TCONS_00052996
Potri.002G048600	TCONS_00047747
Potri.008G183600	TCONS_00157528
Potri.010G203500	TCONS_00190383
Potri.010G213900	TCONS_00190729
Potri.013G002700	TCONS_00220186
Potri.010G170100	TCONS_00178039
Potri.010G245200	TCONS_00181530
Potri.002G056800	TCONS_00048098
Potri.010G238800	TCONS_00191952
Potri.007G134300	TCONS_00140105
Potri.T177700	TCONS_00293211
Potri.001G418900	TCONS_00015525
Potri.001G099300	TCONS_00003379
Potri.003G068400	TCONS_00058930
Potri.003G182300	TCONS_00071871
Potri.006G024600	TCONS_00109355
Potri.017G030800	TCONS_00262774
Potri.002G054400	TCONS_00047936
Potri.002G065500	TCONS_00037505
Potri.004G215400	TCONS_00088412
Potri.002G009300	TCONS_00035192
Potri.011G152500	TCONS_00202843
Potri.004G169100	TCONS_00078782
Potri.014G086500	TCONS_00229030
Potri.009G013600	TCONS_00165992
Potri.005G043900	TCONS_00100472
Potri.T134900	TCONS_00296834
Potri.005G110700	TCONS_00102960
Potri.009G008200	TCONS_00165862
Potri.010G052300	TCONS_00184226
Potri.019G059400	TCONS_00285294
Potri.012G052100	TCONS_00210836
Potri.001G079400	TCONS_00002697
Potri.001G135300	TCONS_00022587
Potri.014G001400	TCONS_00225740
Potri.014G045600	TCONS_00227338
Potri.011G002500	TCONS_00197882
Potri.007G142400	TCONS_00140427
Potri.011G068900	TCONS_00194431
Potri.006G263500	TCONS_00118477
Potri.007G137600	TCONS_00140206
Potri.019G068500	TCONS_00289442
Potri.012G028300	TCONS_00210096
Potri.019G053400	TCONS_00288815
Potri.002G081000	TCONS_00038151
Potri.009G150400	TCONS_00171113
Potri.014G013100	TCONS_00226223
Potri.006G242000	TCONS_00117706
Potri.011G009500	TCONS_00198048
Potri.001G348600	TCONS_00030353
Potri.003G139600	TCONS_00061883
Potri.017G134800	TCONS_00270770
Potri.009G109800	TCONS_00163382
Potri.008G122600	TCONS_00155250
Potri.011G065300	TCONS_00199726
Potri.018G021100	TCONS_00272088
Potri.008G211400	TCONS_00158580
Potri.016G054600	TCONS_00253314
Potri.001G210600	TCONS_00025504
Potri.003G101800	TCONS_00060427
Potri.019G036900	TCONS_00288122
Potri.007G131600	TCONS_00139923
Potri.018G107500	TCONS_00281384
Potri.009G159000	TCONS_00171400
Potri.006G223700	TCONS_00116788
Potri.005G094700	TCONS_00093061
Potri.005G159100	TCONS_00104758
Potri.013G073100	TCONS_00222808
Potri.002G184200	TCONS_00042175
Potri.014G043600	TCONS_00235031
Potri.017G071700	TCONS_00268831
Potri.004G111400	TCONS_00076953
Potri.014G164400	TCONS_00239576
Potri.015G129100	TCONS_00245980
Potri.002G222700	TCONS_00043923
Potri.006G063100	TCONS_00110789
Potri.012G106200	TCONS_00212868
Potri.013G117400	TCONS_00224337
Potri.019G055000	TCONS_00288916
Potri.002G178200	TCONS_00052886
Potri.017G097000	TCONS_00264887
Potri.004G223100	TCONS_00088616
Potri.019G083300	TCONS_00290000
Potri.006G100200	TCONS_00112295
Potri.002G144200	TCONS_00051596
Potri.011G081200	TCONS_00194818
Potri.005G185900	TCONS_00105575
Potri.006G116800	TCONS_00123351
Potri.012G119600	TCONS_00213283
Potri.010G106400	TCONS_00186619
Potri.016G084100	TCONS_00259605
Potri.013G043000	TCONS_00215734
Potri.014G083200	TCONS_00236521
Potri.016G130500	TCONS_00261184
Potri.002G258100	TCONS_00055872
Potri.004G078100	TCONS_00075760
Potri.001G082500	TCONS_00002801
Potri.001G191300	TCONS_00007177
Potri.006G184300	TCONS_00125839
Potri.016G115800	TCONS_00255690
Potri.004G207300	TCONS_00080009
Potri.002G057400	TCONS_00037138
Potri.018G030700	TCONS_00278659
Potri.017G023300	TCONS_00262413
Potri.001G167400	TCONS_00023825
Potri.006G059700	TCONS_00121119
Potri.004G057000	TCONS_00075092
Potri.008G042800	TCONS_00151620
Potri.010G149500	TCONS_00188134
Potri.008G208100	TCONS_00149557
Potri.017G129000	TCONS_00265972
Potri.010G150500	TCONS_00177317
Potri.010G073300	TCONS_00185144
Potri.011G139500	TCONS_00202297
Potri.009G041900	TCONS_00166945
Potri.012G093800	TCONS_00212449
Potri.004G145500	TCONS_00078008
Potri.003G195500	TCONS_00072390
Potri.T160600	TCONS_00301806
Potri.003G188500	TCONS_00063873
Potri.002G126900	TCONS_00040127
Potri.016G139000	TCONS_00256388
Potri.004G001500	TCONS_00073372
Potri.003G035000	TCONS_00066244
Potri.002G011700	TCONS_00035317
Potri.014G197700	TCONS_00241006
Potri.006G139200	TCONS_00113710
Potri.007G011700	TCONS_00135487
Potri.019G012300	TCONS_00283201
Potri.018G044100	TCONS_00273077
Potri.T038200	TCONS_00298459
Potri.006G082500	TCONS_00121970
Potri.T147100	TCONS_00299928
Potri.012G069400	TCONS_00211603
Potri.005G049800	TCONS_00100724
Potri.017G014700	TCONS_00267067
Potri.007G116400	TCONS_00139233
Potri.017G078700	TCONS_00269098
Potri.011G147000	TCONS_00202642
Potri.011G136700	TCONS_00196583
Potri.001G461400	TCONS_00016875
Potri.009G073600	TCONS_00162137
Potri.011G057200	TCONS_00199445
Potri.006G092900	TCONS_00122350
Potri.001G161000	TCONS_00006107
Potri.011G017500	TCONS_00198314
Potri.003G074400	TCONS_00059217
Potri.004G053800	TCONS_00082785
Potri.007G018500	TCONS_00135709
Potri.007G052400	TCONS_00131578
Potri.019G044100	TCONS_00288472
Potri.012G004300	TCONS_00209076
Potri.018G082600	TCONS_00280353
Potri.012G034800	TCONS_00210311
Potri.001G144500	TCONS_00005236
Potri.019G024000	TCONS_00283559
Potri.008G077100	TCONS_00153327
Potri.008G046000	TCONS_00142584
Potri.001G209400	TCONS_00025435
Potri.018G125200	TCONS_00276369
Potri.012G060400	TCONS_00211110
Potri.006G174500	TCONS_00125506
Potri.001G119000	TCONS_00021970
Potri.005G113000	TCONS_00103018
Potri.009G071600	TCONS_00162062
Potri.005G102800	TCONS_00102648
Potri.006G220700	TCONS_00127195
Potri.003G221400	TCONS_00073215
Potri.015G082700	TCONS_00244392
Potri.013G051600	TCONS_00222088
Potri.010G133900	TCONS_00176721
Potri.005G221300	TCONS_00106998
Potri.001G356800	TCONS_00013399
Potri.017G001300	TCONS_00261617
Potri.005G118600	TCONS_00093875
Potri.002G227100	TCONS_00054578
Potri.014G046000	TCONS_00227351
Potri.003G100200	TCONS_00068892
Potri.018G118100	TCONS_00276098
Potri.001G206400	TCONS_00007720
Potri.004G034900	TCONS_00074355
Potri.001G371900	TCONS_00013999
Potri.005G142200	TCONS_00104211
Potri.005G051300	TCONS_00100767
Potri.002G237500	TCONS_00054981
Potri.013G114200	TCONS_00218658
Potri.011G011100	TCONS_00198172
Potri.019G125000	TCONS_00287022
Potri.001G253800	TCONS_00009480
Potri.006G132600	TCONS_00113434
Potri.019G130000	TCONS_00291148
Potri.003G149300	TCONS_00070855
Potri.010G108100	TCONS_00186669
Potri.005G117200	TCONS_00103160
Potri.015G084700	TCONS_00249664
Potri.005G257700	TCONS_00098940
Potri.010G099000	TCONS_00175447
Potri.002G235900	TCONS_00054926
Potri.013G011800	TCONS_00220480
Potri.001G369500	TCONS_00031162
Potri.001G325700	TCONS_00012115
Potri.003G162600	TCONS_00062842
Potri.010G217800	TCONS_00180433
Potri.007G090400	TCONS_00138381
Potri.002G174400	TCONS_00052750
Potri.003G223000	TCONS_00064974
Potri.004G030100	TCONS_00081988
Potri.006G226700	TCONS_00127441
Potri.004G004200	TCONS_00073486
Potri.002G176800	TCONS_00041972
Potri.007G025600	TCONS_00130734
Potri.016G070400	TCONS_00259187
Potri.006G191400	TCONS_00115533
Potri.014G080800	TCONS_00236465
Potri.006G265700	TCONS_00118549
Potri.003G063900	TCONS_00067277
Potri.002G238300	TCONS_00044570
Potri.019G118400	TCONS_00290840
Potri.015G064300	TCONS_00243498
Potri.T025600	TCONS_00297247
Potri.002G135600	TCONS_00040316
Potri.004G059500	TCONS_00082957
Potri.002G137600	TCONS_00040375
Potri.007G146500	TCONS_00140579
Potri.011G072100	TCONS_00194514
Potri.004G044500	TCONS_00074716
Potri.005G180800	TCONS_00095957
Potri.001G060200	TCONS_00019615
Potri.010G218600	TCONS_00180466
Potri.004G207500	TCONS_00088064
Potri.003G180800	TCONS_00063639
Potri.004G201900	TCONS_00079778
Potri.003G182400	TCONS_00071876
Potri.011G142000	TCONS_00196812
Potri.014G089200	TCONS_00229111
Potri.001G020800	TCONS_00018200
Potri.013G092600	TCONS_00223446
Potri.008G151300	TCONS_00156315
Potri.010G147600	TCONS_00177190
Potri.019G103000	TCONS_00290518
Potri.T014200	TCONS_00295803
Potri.005G027800	TCONS_00090580
Potri.004G048500	TCONS_00082657
Potri.019G112000	TCONS_00286721
Potri.001G158900	TCONS_00023492
Potri.008G054600	TCONS_00152332
Potri.010G054400	TCONS_00184316
Potri.009G068000	TCONS_00161933
Potri.010G052800	TCONS_00184255
Potri.011G046900	TCONS_00193808
Potri.001G179600	TCONS_00024229
Potri.001G135400	TCONS_00004936
Potri.001G212700	TCONS_00008009
Potri.019G032800	TCONS_00283852
Potri.008G172000	TCONS_00147769
Potri.018G075500	TCONS_00280166
Potri.T119500	TCONS_00294482
Potri.002G071600	TCONS_00048659
Potri.017G140900	TCONS_00266277
Potri.014G017200	TCONS_00234104
Potri.016G020000	TCONS_00257500
Potri.008G120100	TCONS_00145584
Potri.001G311600	TCONS_00011686
Potri.015G094300	TCONS_00244891
Potri.017G044700	TCONS_00263214
Potri.008G113700	TCONS_00145336
Potri.009G003100	TCONS_00165640
Potri.009G032000	TCONS_00166665
Potri.004G184200	TCONS_00087285
Potri.009G127800	TCONS_00164009
Potri.010G115100	TCONS_00176018
Potri.009G023200	TCONS_00166359
Potri.009G129400	TCONS_00170480
Potri.004G021000	TCONS_00074032
Potri.006G048500	TCONS_00110302
Potri.005G088800	TCONS_00102182
Potri.003G146300	TCONS_00070732
Potri.012G021800	TCONS_00209796
Potri.006G187900	TCONS_00115462
Potri.018G018100	TCONS_00271958
Potri.005G076200	TCONS_00101678
Potri.002G191600	TCONS_00053402
Potri.001G334100	TCONS_00029789
Potri.008G213900	TCONS_00158624
Potri.009G120000	TCONS_00163694
Potri.019G063400	TCONS_00285395
Potri.006G065200	TCONS_00110980
Potri.005G146500	TCONS_00094646
Potri.002G198000	TCONS_00053592
Potri.014G110500	TCONS_00237545
Potri.010G111900	TCONS_00186800
Potri.002G216200	TCONS_00054242
Potri.013G068200	TCONS_00216772
Potri.019G099000	TCONS_00286374
Potri.013G115300	TCONS_00224253
Potri.012G046600	TCONS_00204989
Potri.010G082400	TCONS_00185507
Potri.011G099100	TCONS_00195351
Potri.018G027800	TCONS_00278552
Potri.015G110100	TCONS_00245501
Potri.001G353900	TCONS_00013277
Potri.011G071400	TCONS_00194495
Potri.014G119100	TCONS_00230237
Potri.010G199200	TCONS_00190140
Potri.005G159600	TCONS_00095090
Potri.001G329100	TCONS_00012227
Potri.014G160700	TCONS_00239451
Potri.004G007800	TCONS_00073709
Potri.019G081200	TCONS_00289952
Potri.006G159900	TCONS_00114541
Potri.010G226100	TCONS_00191380
Potri.010G167900	TCONS_00177939
Potri.001G387000	TCONS_00031686
Potri.015G048300	TCONS_00242859
Potri.001G410700	TCONS_00032596
Potri.010G165500	TCONS_00177889
Potri.006G076600	TCONS_00121766
Potri.005G207100	TCONS_00097033
